year,month,day,air_temp,rain,water_temp,water_fowl,date
2012,05,22,23,No,13,4,2012-05-22
2012,05,22,23,No,13,9,2012-05-22
2012,05,27,22,No,16,13,2012-05-27
2012,05,27,22,No,14,28,2012-05-27
2012,05,27,22,No,16,10,2012-05-27
2012,05,27,22,No,16,16,2012-05-27
2012,05,27,22,No,17,36,2012-05-27
2012,05,28,33,No,17,19,2012-05-28
2012,05,28,33,No,17,51,2012-05-28
2012,05,28,33,No,16,3,2012-05-28
2012,05,28,33,No,17,2,2012-05-28
2012,05,28,33,No,16,90,2012-05-28
2012,05,28,33,No,18,50,2012-05-28
2012,05,28,33,No,11,11,2012-05-28
2012,05,28,33,No,11,4,2012-05-28
2012,06,09,24,Yes,16,14,2012-06-09
2012,06,09,24,Yes,15,5,2012-06-09
2012,06,09,24,Yes,16,20,2012-06-09
2012,06,09,24,Yes,17,61,2012-06-09
2012,06,09,24,Yes,18,66,2012-06-09
2012,06,09,24,Yes,12,4,2012-06-09
2012,06,09,24,Yes,12,38,2012-06-09
2012,06,09,24,Yes,11,15,2012-06-09
2012,06,12,26,Yes,17,5,2012-06-12
2012,06,12,26,Yes,17,8,2012-06-12
2012,06,12,26,Yes,18,12,2012-06-12
2012,06,12,26,Yes,17,8,2012-06-12
2012,06,12,26,Yes,17,29,2012-06-12
2012,06,12,26,Yes,17,23,2012-06-12
2012,06,12,26,Yes,17,40,2012-06-12
2012,06,12,26,Yes,13,4,2012-06-12
2012,06,12,26,Yes,13,13,2012-06-12
2012,06,12,26,Yes,16,4,2012-06-12
2012,07,22,26,No,19,12,2012-07-22
2012,07,22,26,No,19,71,2012-07-22
2012,07,22,26,No,19,30,2012-07-22
2012,07,22,26,No,19,16,2012-07-22
2012,07,22,26,No,20,31,2012-07-22
2012,07,22,26,No,20,40,2012-07-22
2012,07,22,26,No,20,22,2012-07-22
2012,07,22,26,No,19,57,2012-07-22
2012,07,22,26,No,19,12,2012-07-22
2012,07,22,26,No,18,20,2012-07-22
2012,07,25,27,No,17,3,2012-07-25
2012,07,25,27,No,18,3,2012-07-25
2012,07,25,27,No,21,21,2012-07-25
2012,07,25,27,No,19,20,2012-07-25
2012,07,25,27,No,19,15,2012-07-25
2012,07,25,27,No,16,25,2012-07-25
2012,05,24,22,No,15,20,2012-05-24
2012,05,24,22,No,14,15,2012-05-24
2012,05,24,22,No,15,2,2012-05-24
2012,05,24,22,No,14,7,2012-05-24
2012,05,24,22,No,14,52,2012-05-24
2012,05,24,22,No,16,26,2012-05-24
2012,05,24,22,No,10,14,2012-05-24
2012,05,24,22,No,10,9,2012-05-24
2012,05,24,22,No,12,40,2012-05-24
2012,05,25,25,No,16,23,2012-05-25
2012,05,25,25,No,17,28,2012-05-25
2012,05,25,25,No,10,3,2012-05-25
2012,05,25,25,No,12,2,2012-05-25
2012,05,25,25,No,13,2,2012-05-25
2012,05,25,25,No,15,40,2012-05-25
2012,05,25,25,No,12,7,2012-05-25
2012,05,25,25,No,12,18,2012-05-25
2012,05,25,25,No,18,45,2012-05-25
2012,05,26,22,No,16,18,2012-05-26
2012,05,26,22,No,16,42,2012-05-26
2012,05,26,22,No,16,18,2012-05-26
2012,05,26,22,No,17,18,2012-05-26
2012,05,26,22,No,11,4,2012-05-26
2012,05,26,22,No,16,35,2012-05-26
2012,06,06,22,No,16,58,2012-06-06
2012,06,06,22,No,16,41,2012-06-06
2012,06,06,22,No,14,2,2012-06-06
2012,06,06,22,No,14,4,2012-06-06
2012,06,06,22,No,15,7,2012-06-06
2012,06,06,22,No,15,50,2012-06-06
2012,06,06,22,No,15,33,2012-06-06
2012,06,06,22,No,14,8,2012-06-06
2012,06,06,22,No,14,6,2012-06-06
2012,06,06,22,No,12,47,2012-06-06
2012,06,15,26,No,16,1,2012-06-15
2012,06,15,26,No,16,28,2012-06-15
2012,06,15,26,No,14,8,2012-06-15
2012,06,15,26,No,15,17,2012-06-15
2012,06,15,26,No,18,43,2012-06-15
2012,06,15,26,No,18,81,2012-06-15
2012,06,15,26,No,18,58,2012-06-15
2012,06,15,26,No,13,58,2012-06-15
2012,06,15,26,No,16,25,2012-06-15
2012,06,16,19,No,15,9,2012-06-16
2012,06,16,19,No,16,5,2012-06-16
2012,06,16,19,No,17,7,2012-06-16
2012,06,16,19,No,17,40,2012-06-16
2012,06,16,19,No,17,20,2012-06-16
2012,06,16,19,No,15,5,2012-06-16
2012,06,16,19,No,15,15,2012-06-16
2012,06,16,19,No,16,6,2012-06-16
2012,06,21,29,No,22,26,2012-06-21
2012,06,21,29,No,24,48,2012-06-21
2012,06,21,29,No,18,22,2012-06-21
2012,06,21,29,No,20,7,2012-06-21
2012,06,21,29,No,20,35,2012-06-21
2012,06,21,29,No,20,9,2012-06-21
2012,06,21,29,No,23,50,2012-06-21
2012,06,21,29,No,16,10,2012-06-21
2012,06,21,29,No,16,23,2012-06-21
2012,06,22,25,Yes,18,32,2012-06-22
2012,06,22,25,Yes,20,12,2012-06-22
2012,06,22,25,Yes,18,39,2012-06-22
2012,06,22,25,Yes,20,1,2012-06-22
2012,06,22,25,Yes,20,10,2012-06-22
2012,06,22,25,Yes,20,20,2012-06-22
2012,06,22,25,Yes,21,32,2012-06-22
2012,06,22,25,Yes,16,2,2012-06-22
2012,06,22,25,Yes,16,42,2012-06-22
2012,06,22,25,Yes,17,10,2012-06-22
2012,07,18,27,No,13,4,2012-07-18
2012,07,18,27,No,15,14,2012-07-18
2012,07,18,27,No,18,35,2012-07-18
2012,07,18,27,No,17,7,2012-07-18
2012,07,18,27,No,16,42,2012-07-18
2012,07,18,27,No,13,10,2012-07-18
2012,07,18,27,No,20,3,2012-07-18
2012,07,18,27,No,16,2,2012-07-18
2012,07,18,27,No,16,5,2012-07-18
2012,07,18,27,No,15,12,2012-07-18
2012,07,20,19,No,19,46,2012-07-20
2012,07,20,19,No,19,25,2012-07-20
2012,07,20,19,No,20,30,2012-07-20
2012,07,20,19,No,21,27,2012-07-20
2012,07,20,19,No,15,11,2012-07-20
2012,07,20,19,No,15,23,2012-07-20
2012,07,21,24,No,19,21,2012-07-21
2012,07,21,24,No,19,16,2012-07-21
2012,07,21,24,No,19,21,2012-07-21
2012,07,21,24,No,20,42,2012-07-21
2012,07,21,24,No,20,36,2012-07-21
2012,07,21,24,No,22,17,2012-07-21
2012,07,21,24,No,20,12,2012-07-21
2012,07,21,24,No,20,39,2012-07-21
2012,07,21,24,No,20,15,2012-07-21
2012,07,23,33,Yes,19,68,2012-07-23
2012,07,23,33,Yes,18,37,2012-07-23
2012,07,23,33,Yes,18,8,2012-07-23
2012,07,23,33,Yes,18,30,2012-07-23
2012,07,23,33,Yes,19,26,2012-07-23
2012,07,23,33,Yes,22,21,2012-07-23
2011,08,28,23,No,13,31,2011-08-28
2011,08,28,23,No,10,101,2011-08-28
2011,08,28,23,No,16,51,2011-08-28
2011,08,28,23,No,16,14,2011-08-28
2011,08,28,23,No,17,63,2011-08-28
2011,08,28,23,No,15,41,2011-08-28
2011,08,28,23,No,14,91,2011-08-28
2011,08,30,28,No,15,22,2011-08-30
2011,08,30,28,No,14,98,2011-08-30
2011,08,30,28,No,18,136,2011-08-30
2011,08,30,28,No,17,2,2011-08-30
2011,08,30,28,No,17,8,2011-08-30
2011,08,30,28,No,17,89,2011-08-30
2011,08,30,28,No,17,97,2011-08-30
2011,08,30,28,No,17,14,2011-08-30
2011,08,30,28,No,15,20,2011-08-30
2012,05,31,20,No,17,27,2012-05-31
2012,05,31,20,No,16,4,2012-05-31
2012,05,31,20,No,15,5,2012-05-31
2012,05,31,20,No,15,21,2012-05-31
2012,05,31,20,No,16,53,2012-05-31
2012,05,31,20,No,18,11,2012-05-31
2012,05,31,20,No,13,8,2012-05-31
2012,05,31,20,No,12,2,2012-05-31
2012,05,31,20,No,14,42,2012-05-31
2012,06,02,17,Yes,16,68,2012-06-02
2012,06,02,17,Yes,15,5,2012-06-02
2012,06,02,17,Yes,10,12,2012-06-02
2012,06,02,17,Yes,10,2,2012-06-02
2012,06,02,17,Yes,11,3,2012-06-02
2012,06,10,27,Yes,17,34,2012-06-10
2012,06,10,27,Yes,17,71,2012-06-10
2012,06,10,27,Yes,16,52,2012-06-10
2012,06,10,27,Yes,15,12,2012-06-10
2012,06,10,27,Yes,16,27,2012-06-10
2012,06,10,27,Yes,16,6,2012-06-10
2012,06,10,27,Yes,18,33,2012-06-10
2012,06,10,27,Yes,13,3,2012-06-10
2012,06,10,27,Yes,11,11,2012-06-10
2012,06,10,27,Yes,16,19,2012-06-10
2012,06,11,26,No,19,28,2012-06-11
2012,06,11,26,No,17,13,2012-06-11
2012,06,11,26,No,16,20,2012-06-11
2012,06,11,26,No,18,12,2012-06-11
2012,06,11,26,No,16,100,2012-06-11
2012,06,11,26,No,15,33,2012-06-11
2012,06,11,26,No,14,8,2012-06-11
2012,06,11,26,No,14,45,2012-06-11
2012,06,14,21,No,15,9,2012-06-14
2012,06,14,21,No,16,67,2012-06-14
2012,06,14,21,No,15,22,2012-06-14
2012,06,14,21,No,15,7,2012-06-14
2012,06,14,21,No,16,34,2012-06-14
2012,06,14,21,No,16,31,2012-06-14
2012,06,14,21,No,16,40,2012-06-14
2012,06,14,21,No,15,3,2012-06-14
2012,06,14,21,No,15,27,2012-06-14
2012,06,30,29,No,18,16,2012-06-30
2012,06,30,29,No,18,21,2012-06-30
2012,06,30,29,No,17,22,2012-06-30
2012,06,30,29,No,17,31,2012-06-30
2012,06,30,29,No,18,74,2012-06-30
2012,06,30,29,No,18,2,2012-06-30
2012,06,30,29,No,19,30,2012-06-30
2012,06,30,29,No,15,15,2012-06-30
2012,06,30,29,No,14,10,2012-06-30
2012,06,30,29,No,12,9,2012-06-30
2012,07,02,21,No,14,1,2012-07-02
2012,07,02,21,No,16,73,2012-07-02
2012,07,02,21,No,15,5,2012-07-02
2012,07,02,21,No,15,39,2012-07-02
2012,07,02,21,No,16,13,2012-07-02
2012,07,02,21,No,19,41,2012-07-02
2012,07,02,21,No,9,20,2012-07-02
2012,07,02,21,No,8,10,2012-07-02
2012,07,02,21,No,9,6,2012-07-02
2012,07,04,27,No,17,8,2012-07-04
2012,07,04,27,No,14,6,2012-07-04
2012,07,04,27,No,15,31,2012-07-04
2012,07,04,27,No,18,35,2012-07-04
2012,07,04,27,No,18,21,2012-07-04
2012,07,04,27,No,11,10,2012-07-04
2012,07,04,27,No,12,16,2012-07-04
2012,07,06,32,No,18,11,2012-07-06
2012,07,06,32,No,18,68,2012-07-06
2012,07,06,32,No,19,51,2012-07-06
2012,07,06,32,No,18,3,2012-07-06
2012,07,06,32,No,19,43,2012-07-06
2012,07,06,32,No,20,8,2012-07-06
2012,07,06,32,No,20,6,2012-07-06
2012,07,06,32,No,16,29,2012-07-06
2012,07,06,32,No,16,15,2012-07-06
2012,07,06,32,No,9,10,2012-07-06
2012,07,07,21,No,19,104,2012-07-07
2012,07,07,21,No,16,46,2012-07-07
2012,07,07,21,No,17,12,2012-07-07
2012,07,07,21,No,19,29,2012-07-07
2012,07,07,21,No,19,61,2012-07-07
2012,05,27,22,No,15,31,2012-05-27
2012,05,27,22,No,11,8,2012-05-27
2012,05,27,22,No,11,13,2012-05-27
2012,05,27,22,No,12,7,2012-05-27
2012,05,30,21,No,17,1,2012-05-30
2012,05,30,21,No,17,26,2012-05-30
2012,05,30,21,No,15,10,2012-05-30
2012,05,30,21,No,16,8,2012-05-30
2012,05,30,21,No,17,58,2012-05-30
2012,05,30,21,No,17,71,2012-05-30
2012,05,30,21,No,19,39,2012-05-30
2012,05,30,21,No,14,3,2012-05-30
2012,05,30,21,No,14,9,2012-05-30
2012,05,30,21,No,15,10,2012-05-30
2012,06,01,17,No,14,60,2012-06-01
2012,06,01,17,No,14,1,2012-06-01
2012,06,01,17,No,14,1,2012-06-01
2012,06,17,27,No,15,22,2012-06-17
2012,06,17,27,No,17,28,2012-06-17
2012,06,17,27,No,17,11,2012-06-17
2012,06,17,27,No,17,40,2012-06-17
2012,06,17,27,No,18,8,2012-06-17
2012,06,17,27,No,18,22,2012-06-17
2012,06,17,27,No,18,12,2012-06-17
2012,06,17,27,No,17,10,2012-06-17
2012,06,18,28,Yes,16,12,2012-06-18
2012,06,18,28,Yes,17,33,2012-06-18
2012,06,18,28,Yes,17,33,2012-06-18
2012,06,18,28,Yes,18,10,2012-06-18
2012,06,18,28,Yes,18,25,2012-06-18
2012,06,18,28,Yes,18,33,2012-06-18
2012,06,20,30,No,22,39,2012-06-20
2012,06,20,30,No,17,32,2012-06-20
2012,06,20,30,No,16,14,2012-06-20
2012,06,20,30,No,16,30,2012-06-20
2012,06,20,30,No,18,6,2012-06-20
2012,06,20,30,No,18,27,2012-06-20
2012,06,20,30,No,19,15,2012-06-20
2012,06,20,30,No,19,10,2012-06-20
2012,06,20,30,No,17,15,2012-06-20
2012,06,28,29,Yes,16,3,2012-06-28
2012,06,28,29,Yes,18,53,2012-06-28
2012,06,28,29,Yes,15,28,2012-06-28
2012,06,28,29,Yes,15,11,2012-06-28
2012,06,28,29,Yes,15,22,2012-06-28
2012,06,28,29,Yes,16,19,2012-06-28
2012,06,28,29,Yes,16,30,2012-06-28
2012,06,28,29,Yes,16,4,2012-06-28
2012,06,28,29,Yes,13,30,2012-06-28
2012,06,29,31,No,19,46,2012-06-29
2012,06,29,31,No,19,21,2012-06-29
2012,06,29,31,No,17,2,2012-06-29
2012,06,29,31,No,18,27,2012-06-29
2012,06,29,31,No,17,32,2012-06-29
2012,06,29,31,No,18,32,2012-06-29
2012,06,29,31,No,16,5,2012-06-29
2012,06,29,31,No,16,31,2012-06-29
2012,07,03,29,No,16,3,2012-07-03
2012,07,03,29,No,18,31,2012-07-03
2012,07,03,29,No,18,51,2012-07-03
2012,07,03,29,No,20,10,2012-07-03
2012,07,03,29,No,12,16,2012-07-03
2012,07,03,29,No,12,20,2012-07-03
2012,07,03,29,No,11,5,2012-07-03
2012,07,07,21,No,20,31,2012-07-07
2012,07,07,21,No,16,8,2012-07-07
2012,07,07,21,No,16,25,2012-07-07
2012,07,07,21,No,16,17,2012-07-07
2012,07,09,26,No,16,6,2012-07-09
2012,07,09,26,No,18,18,2012-07-09
2012,07,09,26,No,19,61,2012-07-09
2012,07,09,26,No,19,23,2012-07-09
2012,07,09,26,No,20,39,2012-07-09
2012,07,09,26,No,21,19,2012-07-09
2012,07,09,26,No,21,52,2012-07-09
2012,07,09,26,No,16,3,2012-07-09
2012,07,09,26,No,17,10,2012-07-09
2012,07,09,26,No,15,9,2012-07-09
2012,07,10,28,No,17,11,2012-07-10
2012,07,10,28,No,17,49,2012-07-10
2012,07,10,28,No,17,11,2012-07-10
2012,07,10,28,No,18,32,2012-07-10
2012,07,10,28,No,18,6,2012-07-10
2012,07,10,28,No,19,17,2012-07-10
2012,07,10,28,No,6,20,2012-07-10
2012,07,10,28,No,16,15,2012-07-10
2012,07,12,30,No,21,14,2012-07-12
2012,07,12,30,No,18,22,2012-07-12
2012,07,12,30,No,17,4,2012-07-12
2012,07,12,30,No,17,29,2012-07-12
2012,06,08,26,Yes,13,19,2012-06-08
2012,06,08,26,Yes,15,46,2012-06-08
2012,06,08,26,Yes,14,33,2012-06-08
2012,06,08,26,Yes,14,4,2012-06-08
2012,06,08,26,Yes,15,30,2012-06-08
2012,06,08,26,Yes,14,41,2012-06-08
2012,06,08,26,Yes,16,30,2012-06-08
2012,06,08,26,Yes,12,15,2012-06-08
2012,06,08,26,Yes,12,6,2012-06-08
2012,06,08,26,Yes,14,13,2012-06-08
2012,06,24,24,No,17,17,2012-06-24
2012,06,24,24,No,20,64,2012-06-24
2012,06,24,24,No,15,25,2012-06-24
2012,06,24,24,No,17,10,2012-06-24
2012,06,24,24,No,17,13,2012-06-24
2012,06,24,24,No,18,22,2012-06-24
2012,06,24,24,No,17,29,2012-06-24
2012,06,24,24,No,17,15,2012-06-24
2012,06,24,24,No,17,70,2012-06-24
2012,07,08,29,Yes,16,26,2012-07-08
2012,07,08,29,Yes,19,41,2012-07-08
2012,07,08,29,Yes,17,4,2012-07-08
2012,07,08,29,Yes,17,11,2012-07-08
2012,07,08,29,Yes,16,16,2012-07-08
2012,07,08,29,Yes,18,2,2012-07-08
2012,07,08,29,Yes,19,30,2012-07-08
2012,07,08,29,Yes,16,9,2012-07-08
2012,07,08,29,Yes,16,26,2012-07-08
2012,07,12,30,No,19,16,2012-07-12
2012,07,12,30,No,20,5,2012-07-12
2012,07,12,30,No,20,26,2012-07-12
2012,07,14,27,No,20,1,2012-07-14
2012,07,14,27,No,23,23,2012-07-14
2012,07,14,27,No,26,43,2012-07-14
2012,07,14,27,No,26,3,2012-07-14
2012,07,14,27,No,26,31,2012-07-14
2012,07,14,27,No,26,12,2012-07-14
2012,07,14,27,No,26,67,2012-07-14
2012,07,14,27,No,15,3,2012-07-14
2012,07,14,27,No,15,5,2012-07-14
2012,07,15,29,No,21,21,2012-07-15
2012,07,15,29,No,20,72,2012-07-15
2012,07,15,29,No,20,18,2012-07-15
2012,07,15,29,No,21,33,2012-07-15
2012,07,15,29,No,21,54,2012-07-15
2012,07,15,28,No,22,21,2012-07-15
2012,07,15,28,No,18,11,2012-07-15
2012,07,16,32,Yes,21,7,2012-07-16
2012,07,16,32,Yes,21,89,2012-07-16
2012,07,16,32,Yes,18,18,2012-07-16
2012,07,16,32,Yes,18,25,2012-07-16
2012,07,16,32,Yes,20,41,2012-07-16
2012,07,16,32,Yes,20,13,2012-07-16
2012,07,16,32,Yes,22,9,2012-07-16
2012,07,19,26,No,16,60,2012-07-19
2012,07,19,26,No,17,66,2012-07-19
2012,07,19,26,No,14,28,2012-07-19
2012,07,19,26,No,20,51,2012-07-19
2012,07,19,26,No,15,2,2012-07-19
2012,07,19,26,No,15,21,2012-07-19
2012,07,23,33,Yes,20,4,2012-07-23
2012,07,23,33,Yes,20,23,2012-07-23
2012,07,23,33,Yes,16,5,2012-07-23
2012,07,24,27,Yes,19,46,2012-07-24
2012,07,24,27,Yes,13,69,2012-07-24
2012,07,24,27,Yes,14,12,2012-07-24
2012,07,24,27,Yes,15,20,2012-07-24
2012,07,24,27,Yes,17,9,2012-07-24
2012,07,24,27,Yes,20,27,2012-07-24
2012,07,24,27,Yes,19,25,2012-07-24
2012,07,24,27,Yes,19,30,2012-07-24
2012,07,26,21,Yes,17,9,2012-07-26
2012,07,26,21,Yes,18,31,2012-07-26
2012,07,26,21,Yes,17,21,2012-07-26
2012,07,26,21,Yes,17,7,2012-07-26
2012,07,26,21,Yes,19,18,2012-07-26
2012,07,27,25,Yes,16,9,2012-07-27
2012,07,27,25,Yes,17,16,2012-07-27
2012,07,27,25,Yes,16,33,2012-07-27
2012,07,27,25,Yes,15,4,2012-07-27
2012,07,27,25,Yes,15,42,2012-07-27
2012,07,27,25,Yes,16,8,2012-07-27
2012,07,27,25,Yes,16,8,2012-07-27
2012,07,27,25,Yes,16,14,2012-07-27
2012,07,27,25,Yes,17,16,2012-07-27
2012,07,29,19,No,18,21,2012-07-29
2012,07,29,19,No,19,25,2012-07-29
2012,07,29,19,No,18,12,2012-07-29
2012,07,29,19,No,19,12,2012-07-29
2012,07,29,19,No,19,23,2012-07-29
2012,07,29,19,No,18,13,2012-07-29
2012,07,29,19,No,18,12,2012-07-29
2012,06,04,17,Yes,11,3,2012-06-04
2012,06,04,17,Yes,11,32,2012-06-04
2012,06,04,17,Yes,11,15,2012-06-04
2012,06,04,17,Yes,12,13,2012-06-04
2012,06,04,17,Yes,10,28,2012-06-04
2012,06,04,17,Yes,11,62,2012-06-04
2012,06,04,17,Yes,10,5,2012-06-04
2012,06,04,17,Yes,10,16,2012-06-04
2012,06,23,25,No,16,65,2012-06-23
2012,06,23,25,No,16,42,2012-06-23
2012,06,23,25,No,18,21,2012-06-23
2012,06,23,25,No,17,7,2012-06-23
2012,06,23,25,No,18,17,2012-06-23
2012,06,23,25,No,19,31,2012-06-23
2012,06,23,25,No,20,60,2012-06-23
2012,06,23,25,No,15,5,2012-06-23
2012,06,23,25,No,15,20,2012-06-23
2012,06,26,25,No,12,16,2012-06-26
2012,06,26,25,No,13,24,2012-06-26
2012,06,26,25,No,14,12,2012-06-26
2012,06,26,25,No,15,16,2012-06-26
2012,06,26,25,No,15,19,2012-06-26
2012,06,26,25,No,15,2,2012-06-26
2012,06,26,25,No,16,25,2012-06-26
2012,06,26,25,No,17,4,2012-06-26
2012,06,26,25,No,16,10,2012-06-26
2012,06,26,25,No,17,20,2012-06-26
2012,07,01,25,No,16,21,2012-07-01
2012,07,01,25,No,16,25,2012-07-01
2012,07,01,25,No,17,10,2012-07-01
2012,07,01,25,No,16,15,2012-07-01
2012,07,01,25,No,16,12,2012-07-01
2012,07,01,25,No,16,12,2012-07-01
2012,07,01,25,No,17,10,2012-07-01
2012,07,05,32,No,15,14,2012-07-05
2012,07,05,32,No,17,83,2012-07-05
2012,07,05,32,No,14,50,2012-07-05
2012,07,05,32,No,15,6,2012-07-05
2012,07,05,32,No,15,35,2012-07-05
2012,07,05,32,No,16,12,2012-07-05
2012,07,05,32,No,17,41,2012-07-05
2012,07,05,32,No,12,50,2012-07-05
2012,07,05,32,No,11,20,2012-07-05
2012,07,29,19,No,18,17,2012-07-29
2012,07,29,19,No,18,19,2012-07-29
2012,08,01,21,Yes,16,3,2012-08-01
2012,08,01,21,Yes,18,26,2012-08-01
2012,08,01,21,Yes,21,50,2012-08-01
2012,08,03,29,No,22,9,2012-08-03
2012,08,03,29,No,22,13,2012-08-03
2012,08,04,25,No,21,15,2012-08-04
2012,08,04,25,No,21,17,2012-08-04
2012,08,04,25,No,21,6,2012-08-04
2012,08,04,25,No,22,55,2012-08-04
2012,08,04,25,No,22,17,2012-08-04
2012,08,04,25,No,26,30,2012-08-04
2012,08,04,25,No,21,5,2012-08-04
2012,08,04,25,No,21,10,2012-08-04
2012,08,05,29,Yes,19,111,2012-08-05
2012,08,05,29,Yes,22,12,2012-08-05
2012,08,05,29,Yes,19,6,2012-08-05
2012,08,05,29,Yes,19,3,2012-08-05
2012,08,08,23,No,16,14,2012-08-08
2012,08,08,23,No,17,26,2012-08-08
2012,08,08,23,No,22,33,2012-08-08
2012,08,08,23,No,23,4,2012-08-08
2012,08,08,23,No,22,28,2012-08-08
2012,08,08,23,No,22,16,2012-08-08
2012,08,08,23,No,24,22,2012-08-08
2012,08,08,23,No,8,4,2012-08-08
2012,08,08,23,No,6,18,2012-08-08
2012,08,08,23,No,10,19,2012-08-08
2012,08,09,20,No,18,4,2012-08-09
2012,08,09,20,No,18,21,2012-08-09
2012,08,09,20,No,22,5,2012-08-09
2012,08,09,20,No,22,21,2012-08-09
2012,08,09,20,No,22,14,2012-08-09
2012,08,09,20,No,22,34,2012-08-09
2012,08,09,20,No,22,2,2012-08-09
2012,08,09,20,No,10,11,2012-08-09
2012,08,09,20,No,10,17,2012-08-09
2012,08,09,20,No,13,30,2012-08-09
2012,08,10,18,Yes,15,29,2012-08-10
2012,08,10,18,Yes,16,12,2012-08-10
2012,08,10,18,Yes,21,15,2012-08-10
2011,09,01,25,No,14,120,2011-09-01
2011,09,01,25,No,14,120,2011-09-01
2011,09,01,25,No,17,42,2011-09-01
2011,09,01,25,No,17,14,2011-09-01
2011,09,01,25,No,17,77,2011-09-01
2011,09,01,25,No,17,5,2011-09-01
2011,09,01,25,No,17,51,2011-09-01
2011,09,01,25,No,16,51,2011-09-01
2011,09,01,25,No,16,29,2011-09-01
2011,09,01,25,No,17,24,2011-09-01
2012,05,29,25,No,16,6,2012-05-29
2012,05,29,25,No,16,4,2012-05-29
2012,05,29,25,No,17,2,2012-05-29
2012,05,29,25,No,17,8,2012-05-29
2012,05,29,25,No,17,13,2012-05-29
2012,05,29,25,No,18,10,2012-05-29
2012,05,29,25,No,12,6,2012-05-29
2012,05,29,25,No,12,3,2012-05-29
2012,05,29,25,No,14,50,2012-05-29
2012,06,05,20,Yes,16,21,2012-06-05
2012,06,05,20,Yes,15,10,2012-06-05
2012,06,05,20,Yes,15,5,2012-06-05
2012,06,05,20,Yes,14,37,2012-06-05
2012,06,05,20,Yes,11,4,2012-06-05
2012,06,05,20,Yes,11,4,2012-06-05
2012,06,05,20,Yes,13,20,2012-06-05
2012,06,13,22,Yes,17,40,2012-06-13
2012,06,13,22,Yes,17,9,2012-06-13
2012,06,13,22,Yes,13,30,2012-06-13
2012,06,13,22,Yes,14,5,2012-06-13
2012,06,13,22,Yes,14,50,2012-06-13
2012,06,13,22,Yes,14,17,2012-06-13
2012,06,13,22,Yes,11,2,2012-06-13
2012,06,25,22,Yes,16,23,2012-06-25
2012,06,25,22,Yes,17,11,2012-06-25
2012,06,25,22,Yes,17,12,2012-06-25
2012,06,25,22,Yes,18,2,2012-06-25
2012,06,25,22,Yes,18,21,2012-06-25
2012,06,25,22,Yes,19,25,2012-06-25
2012,06,25,22,Yes,19,31,2012-06-25
2012,06,25,22,Yes,16,15,2012-06-25
2012,06,25,22,Yes,16,20,2012-06-25
2012,07,11,28,No,19,11,2012-07-11
2012,07,11,28,No,19,23,2012-07-11
2012,07,11,28,No,18,21,2012-07-11
2012,07,11,28,No,19,37,2012-07-11
2012,07,11,28,No,19,26,2012-07-11
2012,07,11,28,No,20,49,2012-07-11
2012,07,11,28,No,19,13,2012-07-11
2012,07,11,28,No,17,32,2012-07-11
2012,07,11,28,No,16,22,2012-07-11
2012,07,13,33,No,20,32,2012-07-13
2012,07,13,33,No,21,64,2012-07-13
2012,07,13,33,No,18,30,2012-07-13
2012,07,13,33,No,20,23,2012-07-13
2012,07,13,33,No,25,7,2012-07-13
2012,07,13,33,No,21,10,2012-07-13
2012,07,13,33,No,20,20,2012-07-13
2012,08,02,17,No,18,1,2012-08-02
2012,08,02,17,No,19,42,2012-08-02
2012,08,02,17,No,21,42,2012-08-02
2012,08,02,17,No,22,16,2012-08-02
2012,08,02,17,No,21,22,2012-08-02
2012,08,02,17,No,23,36,2012-08-02
2012,08,02,17,No,25,21,2012-08-02
2012,08,02,17,No,18,6,2012-08-02
2012,08,02,17,No,18,14,2012-08-02
2012,08,02,17,No,19,3,2012-08-02
2012,08,06,21,Yes,16,18,2012-08-06
2012,08,06,21,Yes,15,30,2012-08-06
2012,08,06,21,Yes,17,8,2012-08-06
2012,08,06,21,Yes,17,66,2012-08-06
2012,08,06,21,Yes,18,29,2012-08-06
2012,08,06,21,Yes,25,7,2012-08-06
2012,08,06,21,Yes,10,3,2012-08-06
2012,08,06,21,Yes,10,5,2012-08-06
2012,08,06,21,Yes,17,25,2012-08-06
2012,08,07,32,No,15,16,2012-08-07
2012,08,07,32,No,16,10,2012-08-07
2012,08,07,32,No,17,11,2012-08-07
2012,08,07,32,No,20,36,2012-08-07
2012,08,07,32,No,21,51,2012-08-07
2012,08,07,32,No,22,25,2012-08-07
2012,08,07,32,No,9,6,2012-08-07
2012,08,07,32,No,8,10,2012-08-07
2012,08,07,32,No,16,6,2012-08-07
2012,08,10,18,Yes,20,20,2012-08-10
2012,08,10,18,Yes,20,20,2012-08-10
2012,08,10,18,Yes,19,30,2012-08-10
2012,08,10,18,Yes,10,10,2012-08-10
2012,08,11,20,Yes,16,39,2012-08-11
2012,08,11,20,Yes,17,7,2012-08-11
2012,08,11,20,Yes,19,5,2012-08-11
2012,08,11,20,Yes,20,20,2012-08-11
2012,08,11,20,Yes,20,30,2012-08-11
2012,08,11,20,Yes,15,13,2012-08-11
2012,08,11,20,Yes,15,5,2012-08-11
2012,08,11,20,Yes,16,17,2012-08-11
2011,08,31,25,No,14,37,2011-08-31
2011,08,31,25,No,16,104,2011-08-31
2011,08,31,25,No,16,55,2011-08-31
2011,08,31,25,No,17,9,2011-08-31
2011,08,31,25,No,17,11,2011-08-31
2011,08,31,25,No,18,11,2011-08-31
